"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"GRC","QGDP","VOLIDX","IDX","Q","2011-Q3",110,"P"
"GRC","QGDP","VOLIDX","IDX","Q","2011-Q4",105.5,"P"
"GRC","QGDP","VOLIDX","IDX","Q","2012-Q1",104.8,"P"
"GRC","QGDP","VOLIDX","IDX","Q","2012-Q2",103,"P"
"GRC","QGDP","VOLIDX","IDX","Q","2012-Q3",101.5,"P"
"GRC","QGDP","VOLIDX","IDX","Q","2012-Q4",101,"P"
"GRC","QGDP","VOLIDX","IDX","Q","2013-Q1",99.8,"P"
"GRC","QGDP","VOLIDX","IDX","Q","2013-Q2",99.9,"P"
"GRC","QGDP","VOLIDX","IDX","Q","2013-Q3",99.8,"P"
"GRC","QGDP","VOLIDX","IDX","Q","2013-Q4",100.2,"P"
"GRC","QGDP","VOLIDX","IDX","Q","2014-Q1",100.8,"P"
"GRC","QGDP","VOLIDX","IDX","Q","2014-Q2",100.5,"P"
"GRC","QGDP","VOLIDX","IDX","Q","2014-Q3",101.2,"P"
"GRC","QGDP","VOLIDX","IDX","Q","2014-Q4",100.3,"P"
"GRC","QGDP","VOLIDX","IDX","Q","2015-Q1",100.6,"P"
"GRC","QGDP","VOLIDX","IDX","Q","2015-Q2",100.5,"P"
"GRC","QGDP","VOLIDX","IDX","Q","2015-Q3",98.9,"P"
"GRC","QGDP","VOLIDX","IDX","Q","2015-Q4",100,"P"
"GRC","QGDP","VOLIDX","IDX","Q","2016-Q1",99.4,"P"
"GRC","QGDP","VOLIDX","IDX","Q","2016-Q2",99.1,"P"
"GRC","QGDP","VOLIDX","IDX","Q","2016-Q3",99.6,"P"
"GRC","QGDP","VOLIDX","IDX","Q","2016-Q4",100,"P"
"GRC","QGDP","VOLIDX","IDX","Q","2017-Q1",99.9,"P"
"GRC","QGDP","VOLIDX","IDX","Q","2017-Q2",100.7,"P"
"GRC","QGDP","VOLIDX","IDX","Q","2017-Q3",101.5,"P"
"GRC","QGDP","VOLIDX","IDX","Q","2017-Q4",101.1,"P"
"GRC","QGDP","VOLIDX","IDX","Q","2018-Q1",101.9,"P"
"GRC","QGDP","VOLIDX","IDX","Q","2018-Q2",102.1,"P"
"GRC","QGDP","VOLIDX","IDX","Q","2018-Q3",102.2,"P"
"GRC","QGDP","VOLIDX","IDX","Q","2018-Q4",102.8,"P"
"GRC","QGDP","VOLIDX","IDX","Q","2019-Q1",103.8,"P"
"GRC","QGDP","VOLIDX","IDX","Q","2019-Q2",104.4,"P"
"GRC","QGDP","VOLIDX","IDX","Q","2019-Q3",103.8,"P"
"GRC","QGDP","VOLIDX","IDX","Q","2019-Q4",103.7,"P"
"GRC","QGDP","VOLIDX","IDX","Q","2020-Q1",103.3,"P"
"GRC","QGDP","VOLIDX","IDX","Q","2020-Q2",90,"P"
"GRC","QGDP","VOLIDX","IDX","Q","2020-Q3",93.4,"P"
"GRC","QGDP","VOLIDX","IDX","Q","2020-Q4",96.6,"P"
"GRC","QGDP","VOLIDX","IDX","Q","2021-Q1",100.9,"P"
"HUN","QGDP","VOLIDX","IDX","Q","2008-Q1",96.1,
"HUN","QGDP","VOLIDX","IDX","Q","2008-Q2",96.7,
"HUN","QGDP","VOLIDX","IDX","Q","2008-Q3",96.5,
"HUN","QGDP","VOLIDX","IDX","Q","2008-Q4",93.2,
"HUN","QGDP","VOLIDX","IDX","Q","2009-Q1",89.2,
"HUN","QGDP","VOLIDX","IDX","Q","2009-Q2",89.2,
"HUN","QGDP","VOLIDX","IDX","Q","2009-Q3",89.2,
"HUN","QGDP","VOLIDX","IDX","Q","2009-Q4",89.3,
"HUN","QGDP","VOLIDX","IDX","Q","2010-Q1",89.2,
"HUN","QGDP","VOLIDX","IDX","Q","2010-Q2",90,
"HUN","QGDP","VOLIDX","IDX","Q","2010-Q3",90.8,
"HUN","QGDP","VOLIDX","IDX","Q","2010-Q4",90.6,
"HUN","QGDP","VOLIDX","IDX","Q","2011-Q1",91.5,
"HUN","QGDP","VOLIDX","IDX","Q","2011-Q2",91.5,
"HUN","QGDP","VOLIDX","IDX","Q","2011-Q3",91.8,
"HUN","QGDP","VOLIDX","IDX","Q","2011-Q4",92.8,
"HUN","QGDP","VOLIDX","IDX","Q","2012-Q1",91.1,
"HUN","QGDP","VOLIDX","IDX","Q","2012-Q2",90.6,
"HUN","QGDP","VOLIDX","IDX","Q","2012-Q3",90.7,
"HUN","QGDP","VOLIDX","IDX","Q","2012-Q4",90.7,
"HUN","QGDP","VOLIDX","IDX","Q","2013-Q1",90.9,
"HUN","QGDP","VOLIDX","IDX","Q","2013-Q2",91.8,
"HUN","QGDP","VOLIDX","IDX","Q","2013-Q3",93.2,
"HUN","QGDP","VOLIDX","IDX","Q","2013-Q4",94,
"HUN","QGDP","VOLIDX","IDX","Q","2014-Q1",94.8,
"HUN","QGDP","VOLIDX","IDX","Q","2014-Q2",96,
"HUN","QGDP","VOLIDX","IDX","Q","2014-Q3",96.9,
"HUN","QGDP","VOLIDX","IDX","Q","2014-Q4",97.5,
"HUN","QGDP","VOLIDX","IDX","Q","2015-Q1",99.2,
"HUN","QGDP","VOLIDX","IDX","Q","2015-Q2",99.4,
"HUN","QGDP","VOLIDX","IDX","Q","2015-Q3",100.1,
"HUN","QGDP","VOLIDX","IDX","Q","2015-Q4",101.2,
"HUN","QGDP","VOLIDX","IDX","Q","2016-Q1",100.5,
"HUN","QGDP","VOLIDX","IDX","Q","2016-Q2",102,
"HUN","QGDP","VOLIDX","IDX","Q","2016-Q3",102.4,
"HUN","QGDP","VOLIDX","IDX","Q","2016-Q4",103.3,
"HUN","QGDP","VOLIDX","IDX","Q","2017-Q1",104.9,
"HUN","QGDP","VOLIDX","IDX","Q","2017-Q2",106.1,
"HUN","QGDP","VOLIDX","IDX","Q","2017-Q3",106.9,
"HUN","QGDP","VOLIDX","IDX","Q","2017-Q4",108.6,
"HUN","QGDP","VOLIDX","IDX","Q","2018-Q1",110.5,
"HUN","QGDP","VOLIDX","IDX","Q","2018-Q2",111.7,
"HUN","QGDP","VOLIDX","IDX","Q","2018-Q3",112.9,
"HUN","QGDP","VOLIDX","IDX","Q","2018-Q4",114.5,
"HUN","QGDP","VOLIDX","IDX","Q","2019-Q1",116.4,
"HUN","QGDP","VOLIDX","IDX","Q","2019-Q2",117.2,
"HUN","QGDP","VOLIDX","IDX","Q","2019-Q3",117.6,
"HUN","QGDP","VOLIDX","IDX","Q","2019-Q4",119.3,
"HUN","QGDP","VOLIDX","IDX","Q","2020-Q1",118.8,
"HUN","QGDP","VOLIDX","IDX","Q","2020-Q2",101.6,
"HUN","QGDP","VOLIDX","IDX","Q","2020-Q3",111.4,
"HUN","QGDP","VOLIDX","IDX","Q","2020-Q4",114.6,
"HUN","QGDP","VOLIDX","IDX","Q","2021-Q1",116.9,
"IRL","QGDP","VOLIDX","IDX","Q","2008-Q1",76.6,
"IRL","QGDP","VOLIDX","IDX","Q","2008-Q2",75,
"IRL","QGDP","VOLIDX","IDX","Q","2008-Q3",75,
"IRL","QGDP","VOLIDX","IDX","Q","2008-Q4",71.6,
"IRL","QGDP","VOLIDX","IDX","Q","2009-Q1",71.4,
"IRL","QGDP","VOLIDX","IDX","Q","2009-Q2",71.2,
"IRL","QGDP","VOLIDX","IDX","Q","2009-Q3",70.8,
"IRL","QGDP","VOLIDX","IDX","Q","2009-Q4",69.8,
"IRL","QGDP","VOLIDX","IDX","Q","2010-Q1",71.5,
"IRL","QGDP","VOLIDX","IDX","Q","2010-Q2",71.6,
"IRL","QGDP","VOLIDX","IDX","Q","2010-Q3",72.2,
"IRL","QGDP","VOLIDX","IDX","Q","2010-Q4",72,
"IRL","QGDP","VOLIDX","IDX","Q","2011-Q1",71.9,
"IRL","QGDP","VOLIDX","IDX","Q","2011-Q2",72.7,
"IRL","QGDP","VOLIDX","IDX","Q","2011-Q3",71.8,
"IRL","QGDP","VOLIDX","IDX","Q","2011-Q4",72.3,
"IRL","QGDP","VOLIDX","IDX","Q","2012-Q1",71.6,
"IRL","QGDP","VOLIDX","IDX","Q","2012-Q2",72.6,
"IRL","QGDP","VOLIDX","IDX","Q","2012-Q3",71.7,
"IRL","QGDP","VOLIDX","IDX","Q","2012-Q4",72.6,
"IRL","QGDP","VOLIDX","IDX","Q","2013-Q1",71.1,
"IRL","QGDP","VOLIDX","IDX","Q","2013-Q2",72.8,
"IRL","QGDP","VOLIDX","IDX","Q","2013-Q3",74.5,
"IRL","QGDP","VOLIDX","IDX","Q","2013-Q4",74.4,
"IRL","QGDP","VOLIDX","IDX","Q","2014-Q1",77,
"IRL","QGDP","VOLIDX","IDX","Q","2014-Q2",79.8,
"IRL","QGDP","VOLIDX","IDX","Q","2014-Q3",80.1,
"IRL","QGDP","VOLIDX","IDX","Q","2014-Q4",81,
"IRL","QGDP","VOLIDX","IDX","Q","2015-Q1",99.2,
"IRL","QGDP","VOLIDX","IDX","Q","2015-Q2",97.3,
"IRL","QGDP","VOLIDX","IDX","Q","2015-Q3",99.7,
"IRL","QGDP","VOLIDX","IDX","Q","2015-Q4",102.2,
"IRL","QGDP","VOLIDX","IDX","Q","2016-Q1",97.3,
"IRL","QGDP","VOLIDX","IDX","Q","2016-Q2",99.2,
"IRL","QGDP","VOLIDX","IDX","Q","2016-Q3",97.8,
"IRL","QGDP","VOLIDX","IDX","Q","2016-Q4",112,
"IRL","QGDP","VOLIDX","IDX","Q","2017-Q1",104.9,
"IRL","QGDP","VOLIDX","IDX","Q","2017-Q2",107.4,
"IRL","QGDP","VOLIDX","IDX","Q","2017-Q3",113.1,
"IRL","QGDP","VOLIDX","IDX","Q","2017-Q4",119.3,
"IRL","QGDP","VOLIDX","IDX","Q","2018-Q1",117.6,
"IRL","QGDP","VOLIDX","IDX","Q","2018-Q2",121.4,
"IRL","QGDP","VOLIDX","IDX","Q","2018-Q3",121.4,
"IRL","QGDP","VOLIDX","IDX","Q","2018-Q4",124.1,
"IRL","QGDP","VOLIDX","IDX","Q","2019-Q1",122.6,
"IRL","QGDP","VOLIDX","IDX","Q","2019-Q2",128.7,
"IRL","QGDP","VOLIDX","IDX","Q","2019-Q3",128.2,
"IRL","QGDP","VOLIDX","IDX","Q","2019-Q4",133.6,
"IRL","QGDP","VOLIDX","IDX","Q","2020-Q1",127.6,
"IRL","QGDP","VOLIDX","IDX","Q","2020-Q2",125.3,
"IRL","QGDP","VOLIDX","IDX","Q","2020-Q3",139.7,
"IRL","QGDP","VOLIDX","IDX","Q","2020-Q4",133.5,
"IRL","QGDP","VOLIDX","IDX","Q","2021-Q1",143.9,
"ITA","QGDP","VOLIDX","IDX","Q","2008-Q1",109.4,
"ITA","QGDP","VOLIDX","IDX","Q","2008-Q2",108.4,
"ITA","QGDP","VOLIDX","IDX","Q","2008-Q3",107.1,
"ITA","QGDP","VOLIDX","IDX","Q","2008-Q4",104.5,
"ITA","QGDP","VOLIDX","IDX","Q","2009-Q1",101.6,
"ITA","QGDP","VOLIDX","IDX","Q","2009-Q2",101.3,
"ITA","QGDP","VOLIDX","IDX","Q","2009-Q3",101.7,
"ITA","QGDP","VOLIDX","IDX","Q","2009-Q4",102,
"ITA","QGDP","VOLIDX","IDX","Q","2010-Q1",102.4,
"ITA","QGDP","VOLIDX","IDX","Q","2010-Q2",103.2,
"ITA","QGDP","VOLIDX","IDX","Q","2010-Q3",103.6,
"ITA","QGDP","VOLIDX","IDX","Q","2010-Q4",104.2,
"ITA","QGDP","VOLIDX","IDX","Q","2011-Q1",104.6,
"ITA","QGDP","VOLIDX","IDX","Q","2011-Q2",104.7,
"ITA","QGDP","VOLIDX","IDX","Q","2011-Q3",104.2,
"ITA","QGDP","VOLIDX","IDX","Q","2011-Q4",103.3,
"ITA","QGDP","VOLIDX","IDX","Q","2012-Q1",102.1,
"ITA","QGDP","VOLIDX","IDX","Q","2012-Q2",101.4,
"ITA","QGDP","VOLIDX","IDX","Q","2012-Q3",100.8,
"ITA","QGDP","VOLIDX","IDX","Q","2012-Q4",100.1,
"ITA","QGDP","VOLIDX","IDX","Q","2013-Q1",99.2,
"ITA","QGDP","VOLIDX","IDX","Q","2013-Q2",99.1,
"ITA","QGDP","VOLIDX","IDX","Q","2013-Q3",99.4,
"ITA","QGDP","VOLIDX","IDX","Q","2013-Q4",99.2,
"ITA","QGDP","VOLIDX","IDX","Q","2014-Q1",99.3,
"ITA","QGDP","VOLIDX","IDX","Q","2014-Q2",99.3,
"ITA","QGDP","VOLIDX","IDX","Q","2014-Q3",99.4,
"ITA","QGDP","VOLIDX","IDX","Q","2014-Q4",99.2,
"ITA","QGDP","VOLIDX","IDX","Q","2015-Q1",99.4,
"ITA","QGDP","VOLIDX","IDX","Q","2015-Q2",99.8,
"ITA","QGDP","VOLIDX","IDX","Q","2015-Q3",100,
"ITA","QGDP","VOLIDX","IDX","Q","2015-Q4",100.5,
"ITA","QGDP","VOLIDX","IDX","Q","2016-Q1",100.8,
"ITA","QGDP","VOLIDX","IDX","Q","2016-Q2",101,
"ITA","QGDP","VOLIDX","IDX","Q","2016-Q3",101.6,
"ITA","QGDP","VOLIDX","IDX","Q","2016-Q4",101.9,
"ITA","QGDP","VOLIDX","IDX","Q","2017-Q1",102.4,
"ITA","QGDP","VOLIDX","IDX","Q","2017-Q2",102.9,
"ITA","QGDP","VOLIDX","IDX","Q","2017-Q3",103.3,
"ITA","QGDP","VOLIDX","IDX","Q","2017-Q4",103.8,
"ITA","QGDP","VOLIDX","IDX","Q","2018-Q1",103.8,
"ITA","QGDP","VOLIDX","IDX","Q","2018-Q2",103.9,
"ITA","QGDP","VOLIDX","IDX","Q","2018-Q3",103.9,
"ITA","QGDP","VOLIDX","IDX","Q","2018-Q4",104.1,
"ITA","QGDP","VOLIDX","IDX","Q","2019-Q1",104.2,
"ITA","QGDP","VOLIDX","IDX","Q","2019-Q2",104.3,
"ITA","QGDP","VOLIDX","IDX","Q","2019-Q3",104.4,
"ITA","QGDP","VOLIDX","IDX","Q","2019-Q4",104,
"ITA","QGDP","VOLIDX","IDX","Q","2020-Q1",98.1,
"ITA","QGDP","VOLIDX","IDX","Q","2020-Q2",85.4,
"ITA","QGDP","VOLIDX","IDX","Q","2020-Q3",99,
"ITA","QGDP","VOLIDX","IDX","Q","2020-Q4",97.2,
"ITA","QGDP","VOLIDX","IDX","Q","2021-Q1",97.4,
"LUX","QGDP","VOLIDX","IDX","Q","2008-Q1",88,"P"
"LUX","QGDP","VOLIDX","IDX","Q","2008-Q2",87.5,"P"
"LUX","QGDP","VOLIDX","IDX","Q","2008-Q3",86.7,"P"
"LUX","QGDP","VOLIDX","IDX","Q","2008-Q4",83.9,"P"
"LUX","QGDP","VOLIDX","IDX","Q","2009-Q1",82.8,"P"
"LUX","QGDP","VOLIDX","IDX","Q","2009-Q2",81.3,"P"
"LUX","QGDP","VOLIDX","IDX","Q","2009-Q3",82.7,"P"
"LUX","QGDP","VOLIDX","IDX","Q","2009-Q4",84.2,"P"
"LUX","QGDP","VOLIDX","IDX","Q","2010-Q1",85.4,"P"
"LUX","QGDP","VOLIDX","IDX","Q","2010-Q2",87.1,"P"
"LUX","QGDP","VOLIDX","IDX","Q","2010-Q3",87,"P"
"LUX","QGDP","VOLIDX","IDX","Q","2010-Q4",87.6,"P"
"LUX","QGDP","VOLIDX","IDX","Q","2011-Q1",89.3,"P"
"LUX","QGDP","VOLIDX","IDX","Q","2011-Q2",88.4,"P"
"LUX","QGDP","VOLIDX","IDX","Q","2011-Q3",89.1,"P"
"LUX","QGDP","VOLIDX","IDX","Q","2011-Q4",89.1,"P"
"LUX","QGDP","VOLIDX","IDX","Q","2012-Q1",87.9,"P"
"LUX","QGDP","VOLIDX","IDX","Q","2012-Q2",88.8,"P"
"LUX","QGDP","VOLIDX","IDX","Q","2012-Q3",88.5,"P"
"LUX","QGDP","VOLIDX","IDX","Q","2012-Q4",89.3,"P"
"LUX","QGDP","VOLIDX","IDX","Q","2013-Q1",89.9,"P"
"LUX","QGDP","VOLIDX","IDX","Q","2013-Q2",92,"P"
"LUX","QGDP","VOLIDX","IDX","Q","2013-Q3",93.5,"P"
"LUX","QGDP","VOLIDX","IDX","Q","2013-Q4",92.2,"P"
"LUX","QGDP","VOLIDX","IDX","Q","2014-Q1",96.1,"P"
"LUX","QGDP","VOLIDX","IDX","Q","2014-Q2",94.2,"P"
"LUX","QGDP","VOLIDX","IDX","Q","2014-Q3",96.2,"P"
"LUX","QGDP","VOLIDX","IDX","Q","2014-Q4",97,"P"
"LUX","QGDP","VOLIDX","IDX","Q","2015-Q1",99.8,"P"
"LUX","QGDP","VOLIDX","IDX","Q","2015-Q2",100.2,"P"
"LUX","QGDP","VOLIDX","IDX","Q","2015-Q3",99.2,"P"
"LUX","QGDP","VOLIDX","IDX","Q","2015-Q4",100.8,"P"
"LUX","QGDP","VOLIDX","IDX","Q","2016-Q1",101.9,"P"
"LUX","QGDP","VOLIDX","IDX","Q","2016-Q2",104.3,"P"
"LUX","QGDP","VOLIDX","IDX","Q","2016-Q3",105.3,"P"
"LUX","QGDP","VOLIDX","IDX","Q","2016-Q4",106.7,"P"
"LUX","QGDP","VOLIDX","IDX","Q","2017-Q1",105,"P"
"LUX","QGDP","VOLIDX","IDX","Q","2017-Q2",105.4,"P"
"LUX","QGDP","VOLIDX","IDX","Q","2017-Q3",107.2,"P"
"LUX","QGDP","VOLIDX","IDX","Q","2017-Q4",108.2,"P"
"LUX","QGDP","VOLIDX","IDX","Q","2018-Q1",109.9,"P"
"LUX","QGDP","VOLIDX","IDX","Q","2018-Q2",109.1,"P"
"LUX","QGDP","VOLIDX","IDX","Q","2018-Q3",109.9,"P"
"LUX","QGDP","VOLIDX","IDX","Q","2018-Q4",110.3,"P"
"LUX","QGDP","VOLIDX","IDX","Q","2019-Q1",110.2,"P"
"LUX","QGDP","VOLIDX","IDX","Q","2019-Q2",112.5,"P"
"LUX","QGDP","VOLIDX","IDX","Q","2019-Q3",113.2,"P"
"LUX","QGDP","VOLIDX","IDX","Q","2019-Q4",113.3,"P"
"LUX","QGDP","VOLIDX","IDX","Q","2020-Q1",111.5,"P"
"LUX","QGDP","VOLIDX","IDX","Q","2020-Q2",103.5,"P"
"LUX","QGDP","VOLIDX","IDX","Q","2020-Q3",113.1,"P"
"LUX","QGDP","VOLIDX","IDX","Q","2020-Q4",115.2,"P"
"LUX","QGDP","VOLIDX","IDX","Q","2021-Q1",116.9,"P"
"NLD","QGDP","VOLIDX","IDX","Q","2008-Q1",98.6,
"NLD","QGDP","VOLIDX","IDX","Q","2008-Q2",99.1,
"NLD","QGDP","VOLIDX","IDX","Q","2008-Q3",98.9,
"NLD","QGDP","VOLIDX","IDX","Q","2008-Q4",98.3,
"NLD","QGDP","VOLIDX","IDX","Q","2009-Q1",94.7,
"NLD","QGDP","VOLIDX","IDX","Q","2009-Q2",94.7,
"NLD","QGDP","VOLIDX","IDX","Q","2009-Q3",95.1,
"NLD","QGDP","VOLIDX","IDX","Q","2009-Q4",95.7,
"NLD","QGDP","VOLIDX","IDX","Q","2010-Q1",95.5,
"NLD","QGDP","VOLIDX","IDX","Q","2010-Q2",95.9,
"NLD","QGDP","VOLIDX","IDX","Q","2010-Q3",96.4,
"NLD","QGDP","VOLIDX","IDX","Q","2010-Q4",97.4,
"NLD","QGDP","VOLIDX","IDX","Q","2011-Q1",98,
"NLD","QGDP","VOLIDX","IDX","Q","2011-Q2",97.9,
"NLD","QGDP","VOLIDX","IDX","Q","2011-Q3",97.9,
"NLD","QGDP","VOLIDX","IDX","Q","2011-Q4",97.3,
"NLD","QGDP","VOLIDX","IDX","Q","2012-Q1",97.1,
"NLD","QGDP","VOLIDX","IDX","Q","2012-Q2",97.2,
"NLD","QGDP","VOLIDX","IDX","Q","2012-Q3",96.8,
"NLD","QGDP","VOLIDX","IDX","Q","2012-Q4",96.1,
"NLD","QGDP","VOLIDX","IDX","Q","2013-Q1",96.4,
"NLD","QGDP","VOLIDX","IDX","Q","2013-Q2",96.2,
"NLD","QGDP","VOLIDX","IDX","Q","2013-Q3",96.8,
"NLD","QGDP","VOLIDX","IDX","Q","2013-Q4",97.4,
"NLD","QGDP","VOLIDX","IDX","Q","2014-Q1",97.3,
"NLD","QGDP","VOLIDX","IDX","Q","2014-Q2",97.9,
"NLD","QGDP","VOLIDX","IDX","Q","2014-Q3",98.1,
"NLD","QGDP","VOLIDX","IDX","Q","2014-Q4",99,
"NLD","QGDP","VOLIDX","IDX","Q","2015-Q1",99.6,
"NLD","QGDP","VOLIDX","IDX","Q","2015-Q2",99.9,
"NLD","QGDP","VOLIDX","IDX","Q","2015-Q3",100.3,
"NLD","QGDP","VOLIDX","IDX","Q","2015-Q4",100.3,
"NLD","QGDP","VOLIDX","IDX","Q","2016-Q1",101.2,
"NLD","QGDP","VOLIDX","IDX","Q","2016-Q2",101.4,
"NLD","QGDP","VOLIDX","IDX","Q","2016-Q3",102.6,
"NLD","QGDP","VOLIDX","IDX","Q","2016-Q4",103.4,
"NLD","QGDP","VOLIDX","IDX","Q","2017-Q1",104,
"NLD","QGDP","VOLIDX","IDX","Q","2017-Q2",104.9,
"NLD","QGDP","VOLIDX","IDX","Q","2017-Q3",105.6,
"NLD","QGDP","VOLIDX","IDX","Q","2017-Q4",106.5,
"NLD","QGDP","VOLIDX","IDX","Q","2018-Q1",107,"P"
"NLD","QGDP","VOLIDX","IDX","Q","2018-Q2",107.6,"P"
"NLD","QGDP","VOLIDX","IDX","Q","2018-Q3",107.8,"P"
"NLD","QGDP","VOLIDX","IDX","Q","2018-Q4",108.3,"P"
"NLD","QGDP","VOLIDX","IDX","Q","2019-Q1",108.8,"P"
"NLD","QGDP","VOLIDX","IDX","Q","2019-Q2",109.2,"P"
"NLD","QGDP","VOLIDX","IDX","Q","2019-Q3",109.6,"P"
"NLD","QGDP","VOLIDX","IDX","Q","2019-Q4",110.1,"P"
"NLD","QGDP","VOLIDX","IDX","Q","2020-Q1",108.4,"P"
"NLD","QGDP","VOLIDX","IDX","Q","2020-Q2",99.2,"P"
"NLD","QGDP","VOLIDX","IDX","Q","2020-Q3",106.9,"P"
"NLD","QGDP","VOLIDX","IDX","Q","2020-Q4",106.8,"P"
"NLD","QGDP","VOLIDX","IDX","Q","2021-Q1",106.3,"P"
"POL","QGDP","VOLIDX","IDX","Q","2008-Q1",80.9,
"POL","QGDP","VOLIDX","IDX","Q","2008-Q2",81.1,
"POL","QGDP","VOLIDX","IDX","Q","2008-Q3",80.8,
"POL","QGDP","VOLIDX","IDX","Q","2008-Q4",81.2,
"POL","QGDP","VOLIDX","IDX","Q","2009-Q1",82.4,
"POL","QGDP","VOLIDX","IDX","Q","2009-Q2",82.5,
"POL","QGDP","VOLIDX","IDX","Q","2009-Q3",83,
"POL","QGDP","VOLIDX","IDX","Q","2009-Q4",84.9,
"POL","QGDP","VOLIDX","IDX","Q","2010-Q1",84.6,
"POL","QGDP","VOLIDX","IDX","Q","2010-Q2",85.9,
"POL","QGDP","VOLIDX","IDX","Q","2010-Q3",87,
"POL","QGDP","VOLIDX","IDX","Q","2010-Q4",87.9,
"POL","QGDP","VOLIDX","IDX","Q","2011-Q1",88.8,
"POL","QGDP","VOLIDX","IDX","Q","2011-Q2",90,
"POL","QGDP","VOLIDX","IDX","Q","2011-Q3",91.2,
"POL","QGDP","VOLIDX","IDX","Q","2011-Q4",91.8,
"POL","QGDP","VOLIDX","IDX","Q","2012-Q1",91.8,
"POL","QGDP","VOLIDX","IDX","Q","2012-Q2",91.6,
"POL","QGDP","VOLIDX","IDX","Q","2012-Q3",92,
"POL","QGDP","VOLIDX","IDX","Q","2012-Q4",91.5,
"POL","QGDP","VOLIDX","IDX","Q","2013-Q1",91.6,
"POL","QGDP","VOLIDX","IDX","Q","2013-Q2",92.6,
"POL","QGDP","VOLIDX","IDX","Q","2013-Q3",93.3,
"POL","QGDP","VOLIDX","IDX","Q","2013-Q4",93.5,
"POL","QGDP","VOLIDX","IDX","Q","2014-Q1",94.5,
"POL","QGDP","VOLIDX","IDX","Q","2014-Q2",95.6,
"POL","QGDP","VOLIDX","IDX","Q","2014-Q3",96.4,
"POL","QGDP","VOLIDX","IDX","Q","2014-Q4",97,
"POL","QGDP","VOLIDX","IDX","Q","2015-Q1",98.4,
"POL","QGDP","VOLIDX","IDX","Q","2015-Q2",99.1,
"POL","QGDP","VOLIDX","IDX","Q","2015-Q3",100.4,
"POL","QGDP","VOLIDX","IDX","Q","2015-Q4",101.6,
"POL","QGDP","VOLIDX","IDX","Q","2016-Q1",101.3,
"POL","QGDP","VOLIDX","IDX","Q","2016-Q2",102.7,
"POL","QGDP","VOLIDX","IDX","Q","2016-Q3",102.9,
"POL","QGDP","VOLIDX","IDX","Q","2016-Q4",105.3,
"POL","QGDP","VOLIDX","IDX","Q","2017-Q1",106.3,
"POL","QGDP","VOLIDX","IDX","Q","2017-Q2",107.2,
"POL","QGDP","VOLIDX","IDX","Q","2017-Q3",108.4,
"POL","QGDP","VOLIDX","IDX","Q","2017-Q4",110.3,
"POL","QGDP","VOLIDX","IDX","Q","2018-Q1",111.7,
"POL","QGDP","VOLIDX","IDX","Q","2018-Q2",113.2,
"POL","QGDP","VOLIDX","IDX","Q","2018-Q3",114.8,
"POL","QGDP","VOLIDX","IDX","Q","2018-Q4",115.7,
"POL","QGDP","VOLIDX","IDX","Q","2019-Q1",117.9,
"POL","QGDP","VOLIDX","IDX","Q","2019-Q2",118.8,
"POL","QGDP","VOLIDX","IDX","Q","2019-Q3",120.1,
"POL","QGDP","VOLIDX","IDX","Q","2019-Q4",120.4,
"POL","QGDP","VOLIDX","IDX","Q","2020-Q1",120.2,
"POL","QGDP","VOLIDX","IDX","Q","2020-Q2",109.4,
"POL","QGDP","VOLIDX","IDX","Q","2020-Q3",117.7,
"POL","QGDP","VOLIDX","IDX","Q","2020-Q4",117.1,
"POL","QGDP","VOLIDX","IDX","Q","2021-Q1",118.4,
"PRT","QGDP","VOLIDX","IDX","Q","2008-Q1",106.6,
"PRT","QGDP","VOLIDX","IDX","Q","2008-Q2",106.1,
"PRT","QGDP","VOLIDX","IDX","Q","2008-Q3",106,
"PRT","QGDP","VOLIDX","IDX","Q","2008-Q4",104.6,
"PRT","QGDP","VOLIDX","IDX","Q","2009-Q1",102,
"PRT","QGDP","VOLIDX","IDX","Q","2009-Q2",102.1,
"PRT","QGDP","VOLIDX","IDX","Q","2009-Q3",103,
"PRT","QGDP","VOLIDX","IDX","Q","2009-Q4",103,
"PRT","QGDP","VOLIDX","IDX","Q","2010-Q1",103.9,
"PRT","QGDP","VOLIDX","IDX","Q","2010-Q2",104.5,
"PRT","QGDP","VOLIDX","IDX","Q","2010-Q3",104.5,
"PRT","QGDP","VOLIDX","IDX","Q","2010-Q4",104.3,
"PRT","QGDP","VOLIDX","IDX","Q","2011-Q1",103.7,
"PRT","QGDP","VOLIDX","IDX","Q","2011-Q2",103.2,
"PRT","QGDP","VOLIDX","IDX","Q","2011-Q3",102.4,
"PRT","QGDP","VOLIDX","IDX","Q","2011-Q4",100.9,
"PRT","QGDP","VOLIDX","IDX","Q","2012-Q1",100.3,
"PRT","QGDP","VOLIDX","IDX","Q","2012-Q2",99,
"PRT","QGDP","VOLIDX","IDX","Q","2012-Q3",97.9,
"PRT","QGDP","VOLIDX","IDX","Q","2012-Q4",96.3,
"PRT","QGDP","VOLIDX","IDX","Q","2013-Q1",96.7,
"PRT","QGDP","VOLIDX","IDX","Q","2013-Q2",97.5,
"PRT","QGDP","VOLIDX","IDX","Q","2013-Q3",97.3,
"PRT","QGDP","VOLIDX","IDX","Q","2013-Q4",98.4,
"PRT","QGDP","VOLIDX","IDX","Q","2014-Q1",97.8,
